NAICS_Code,NAICS_Title,NAICS_Description,Hiscox_COB,COB_Group,PL,GL,BOP,Cyber,full_industry_code
484220,"Specialized Freight (except Used Goods) Trucking, Local ","Bulk liquids trucking, local",OOA,     ,No,No,No,No,0
484220,"Specialized Freight (except Used Goods) Trucking, Local ","Coal hauling, truck, local",OOA,     ,No,No,No,No,0
484220,"Specialized Freight (except Used Goods) Trucking, Local ","Dry bulk trucking (except garbage collection, garbage hauling), local",OOA,     ,No,No,No,No,0
484220,"Specialized Freight (except Used Goods) Trucking, Local ","Dump trucking (e.g., gravel, sand, top-soil)",OOA,     ,No,No,No,No,0
484220,"Specialized Freight (except Used Goods) Trucking, Local ","Farm products hauling, local",OOA,     ,No,No,No,No,0
484220,"Specialized Freight (except Used Goods) Trucking, Local ","Flatbed trucking, local",OOA,     ,No,No,No,No,0
484220,"Specialized Freight (except Used Goods) Trucking, Local ","Grain hauling, local",OOA,     ,No,No,No,No,0
484220,"Specialized Freight (except Used Goods) Trucking, Local ","Gravel hauling, local",OOA,     ,No,No,No,No,0
484220,"Specialized Freight (except Used Goods) Trucking, Local ","Livestock trucking, local",OOA,     ,No,No,No,No,0
484220,"Specialized Freight (except Used Goods) Trucking, Local ","Log hauling, local",OOA,     ,No,No,No,No,0
484220,"Specialized Freight (except Used Goods) Trucking, Local ","Milk hauling, local",OOA,     ,No,No,No,No,0
484220,"Specialized Freight (except Used Goods) Trucking, Local ","Mobile home towing services, local",OOA,     ,No,No,No,No,0
484220,"Specialized Freight (except Used Goods) Trucking, Local ","Oil and gas field equipment trucking, local",OOA,     ,No,No,No,No,0
484220,"Specialized Freight (except Used Goods) Trucking, Local ","Refrigerated products trucking, local",OOA,     ,No,No,No,No,0
484220,"Specialized Freight (except Used Goods) Trucking, Local ","Sand hauling, local",OOA,     ,No,No,No,No,0
484220,"Specialized Freight (except Used Goods) Trucking, Local ","Tanker trucking (e.g., chemical, juice, milk, petroleum), local",OOA,     ,No,No,No,No,0
484220,"Specialized Freight (except Used Goods) Trucking, Local ","Top-soil hauling, local",OOA,     ,No,No,No,No,0
484220,"Specialized Freight (except Used Goods) Trucking, Local ","Tracked vehicle freight transportation, local",OOA,     ,No,No,No,No,0
484220,"Specialized Freight (except Used Goods) Trucking, Local ","Trucking, specialized freight (except used goods), local",OOA,     ,No,No,No,No,0
484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance ","Automobile carrier trucking, long-distance",OOA,     ,No,No,No,No,0
484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance ","Boat hauling, truck, long-distance",OOA,     ,No,No,No,No,0
484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance ","Bulk liquids trucking, long-distance",OOA,     ,No,No,No,No,0
484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance ","Dry bulk carrier, truck, long-distance",OOA,     ,No,No,No,No,0
484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance ","Farm products trucking, long-distance",OOA,     ,No,No,No,No,0
484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance ","Flatbed trucking, long-distance",OOA,     ,No,No,No,No,0
484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance ","Forest products trucking, long-distance",OOA,     ,No,No,No,No,0
484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance ","Grain hauling, long-distance",OOA,     ,No,No,No,No,0
484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance ","Gravel hauling, long-distance",OOA,     ,No,No,No,No,0
484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance ","Livestock trucking, long-distance",OOA,     ,No,No,No,No,0
484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance ","Log hauling, long-distance",OOA,     ,No,No,No,No,0
484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance ","Mobile home towing services, long-distance",OOA,     ,No,No,No,No,0
484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance ","Oil and gas field equipment trucking, long-distance",OOA,     ,No,No,No,No,0
484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance ","Radioactive waste hauling, long-distance",OOA,     ,No,No,No,No,0
484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance ","Recyclable material hauling, long-distance",OOA,     ,No,No,No,No,0
484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance ","Refrigerated products trucking, long-distance",OOA,     ,No,No,No,No,0
484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance ","Refuse hauling, long-distance",OOA,     ,No,No,No,No,0
484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance ","Rubbish hauling without collection or disposal, truck, long-distance",OOA,     ,No,No,No,No,0
484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance ","Sand hauling, long-distance",OOA,     ,No,No,No,No,0
484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance ","Tanker trucking (e.g., chemical, juice, milk, petroleum), long-distance",OOA,     ,No,No,No,No,0
484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance ","Tracked vehicle freight transportation, long-distance",OOA,     ,No,No,No,No,0
484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance ","Trash hauling, long-distance",OOA,     ,No,No,No,No,0
484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance ","Trucking, specialized freight (except used goods), long-distance",OOA,     ,No,No,No,No,0
484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance ","Waste hauling, hazardous, long-distance",OOA,     ,No,No,No,No,0
484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance ","Waste hauling, nonhazardous, long-distance",OOA,     ,No,No,No,No,0
485111,Mixed Mode Transit Systems ,"Commuter transit systems, mixed mode (e.g., bus, commuter rail, subway combination)",OOA,     ,No,No,No,No,0
485111,Mixed Mode Transit Systems ,"Local transit systems, mixed mode (e.g., bus, commuter rail, subway combinations)",OOA,     ,No,No,No,No,0
485111,Mixed Mode Transit Systems ,"Mixed mode transit systems (e.g., bus, commuter rail, subway combinations)",OOA,     ,No,No,No,No,0
485111,Mixed Mode Transit Systems ,"Suburban transit systems, mixed mode (e.g., bus, commuter rail, subway combinations)",OOA,     ,No,No,No,No,0
485111,Mixed Mode Transit Systems ,"Transit systems, mixed mode (e.g., bus, commuter rail, subway combinations)",OOA,     ,No,No,No,No,0
485111,Mixed Mode Transit Systems ,"Urban transit systems, mixed mode (e.g., bus, commuter rail, subway combinations)",OOA,     ,No,No,No,No,0
485112,Commuter Rail Systems ,Commuter rail systems (except mixed mode),OOA,     ,No,No,No,No,0
485112,Commuter Rail Systems ,Local passenger rail systems (except mixed mode),OOA,     ,No,No,No,No,0
485112,Commuter Rail Systems ,"Rail transportation (except mixed mode), commuter",OOA,     ,No,No,No,No,0
485112,Commuter Rail Systems ,"Railway systems (except mixed mode), commuter",OOA,     ,No,No,No,No,0
485112,Commuter Rail Systems ,Suburban commuter rail systems (except mixed mode),OOA,     ,No,No,No,No,0
485112,Commuter Rail Systems ,Urban commuter rail systems (except mixed mode),OOA,     ,No,No,No,No,0
485113,Bus and Other Motor Vehicle Transit Systems ,"Bus line, local (except mixed mode)",OOA,     ,No,No,No,No,0
485113,Bus and Other Motor Vehicle Transit Systems ,"Bus services, urban and suburban (except mixed mode)",OOA,     ,No,No,No,No,0
485113,Bus and Other Motor Vehicle Transit Systems ,Bus transit systems (except mixed mode),OOA,     ,No,No,No,No,0
485113,Bus and Other Motor Vehicle Transit Systems ,City bus services (except mixed mode),OOA,     ,No,No,No,No,0
485113,Bus and Other Motor Vehicle Transit Systems ,Commuter bus operation (except mixed mode),OOA,     ,No,No,No,No,0
485113,Bus and Other Motor Vehicle Transit Systems ,Local bus services (except mixed mode),OOA,     ,No,No,No,No,0
485113,Bus and Other Motor Vehicle Transit Systems ,Suburban bus line services (except mixed mode),OOA,     ,No,No,No,No,0
485113,Bus and Other Motor Vehicle Transit Systems ,Urban bus line services (except mixed mode),OOA,     ,No,No,No,No,0
485119,Other Urban Transit Systems ,"Cable car systems (except mixed mode), commuter",OOA,     ,No,No,No,No,0
485119,Other Urban Transit Systems ,"Light rail systems (except mixed mode), commuter",OOA,     ,No,No,No,No,0
485119,Other Urban Transit Systems ,"Monorail transit systems (except mixed mode), commuter",OOA,     ,No,No,No,No,0
485119,Other Urban Transit Systems ,"Street railway systems (except mixed mode), commuter",OOA,     ,No,No,No,No,0
485119,Other Urban Transit Systems ,"Streetcar systems (except mixed mode), commuter",OOA,     ,No,No,No,No,0
485119,Other Urban Transit Systems ,"Subway systems (except mixed mode), commuter",OOA,     ,No,No,No,No,0
485119,Other Urban Transit Systems ,"Tramway systems (except mixed mode), commuter",OOA,     ,No,No,No,No,0
485119,Other Urban Transit Systems ,"Trolley systems (except mixed mode), commuter",OOA,     ,No,No,No,No,0
485210,Interurban and Rural Bus Transportation,"Bus line operation, intercity",OOA,     ,No,No,No,No,0
485210,Interurban and Rural Bus Transportation,Intercity bus line operation,OOA,     ,No,No,No,No,0
485210,Interurban and Rural Bus Transportation,Interstate bus line operation,OOA,     ,No,No,No,No,0
485210,Interurban and Rural Bus Transportation,Interurban bus line operation,OOA,     ,No,No,No,No,0
485210,Interurban and Rural Bus Transportation,"Motor coach operation, interurban and rural",OOA,     ,No,No,No,No,0
485210,Interurban and Rural Bus Transportation,Rural bus services,OOA,     ,No,No,No,No,0
485310,Taxi and Ridesharing Services ,"Cab (i.e., taxi) services",OOA,     ,No,No,No,No,0
485310,Taxi and Ridesharing Services ,Ride hailing arrangement services,OOA,     ,No,No,No,No,0
485310,Taxi and Ridesharing Services ,Ride hailing services,OOA,     ,No,No,No,No,0
485310,Taxi and Ridesharing Services ,Ridesharing arrangement services,OOA,     ,No,No,No,No,0
485310,Taxi and Ridesharing Services ,Ridesharing services,OOA,     ,No,No,No,No,0
485310,Taxi and Ridesharing Services ,Taxicab dispatch services,OOA,     ,No,No,No,No,0
485310,Taxi and Ridesharing Services ,Taxicab fleet operators,OOA,     ,No,No,No,No,0
485310,Taxi and Ridesharing Services ,Taxicab organizations,OOA,     ,No,No,No,No,0
485310,Taxi and Ridesharing Services ,Taxicab owner-operators,OOA,     ,No,No,No,No,0
485310,Taxi and Ridesharing Services ,Taxicab services,OOA,     ,No,No,No,No,0
485320,Limousine Service,"Automobile rental with driver (except shuttle service, taxis)",OOA,     ,No,No,No,No,0
485320,Limousine Service,Hearse rental with driver,OOA,     ,No,No,No,No,0
485320,Limousine Service,Limousine services (except shuttle services),OOA,     ,No,No,No,No,0
485320,Limousine Service,Limousines for hire with driver (except taxis),OOA,     ,No,No,No,No,0
485320,Limousine Service,Luxury automobiles for hire with driver (except taxis),OOA,     ,No,No,No,No,0
485320,Limousine Service,"Passenger limousine rental with driver (except shuttle service, taxi)",OOA,     ,No,No,No,No,0
485320,Limousine Service,"Passenger van rental with driver (except shuttle service, taxi)",OOA,     ,No,No,No,No,0
485410,School and Employee Bus Transportation,"Bus operation, school and employee",OOA,     ,No,No,No,No,0
485410,School and Employee Bus Transportation,Employee bus services,OOA,     ,No,No,No,No,0
485410,School and Employee Bus Transportation,School bus services,OOA,     ,No,No,No,No,0
485410,School and Employee Bus Transportation,School or employee bus transportation for the disabled or elderly,OOA,     ,No,No,No,No,0
485510,Charter Bus Industry,"Bus charter services (except scenic, sightseeing)",OOA,     ,No,No,No,No,0
485510,Charter Bus Industry,"Charter bus services (except scenic, sightseeing)",OOA,     ,No,No,No,No,0
485991,Special Needs Transportation ,Disabled or elderly passenger transportation services,OOA,     ,No,No,No,No,0
485991,Special Needs Transportation ,Nonemergency medical transportation services (except ambulance services),OOA,     ,No,No,No,No,0
485991,Special Needs Transportation ,Paratransit transportation services,OOA,     ,No,No,No,No,0
485991,Special Needs Transportation ,Pet transportation services,OOA,     ,No,No,No,No,0
485991,Special Needs Transportation ,Senior citizens transportation services,OOA,     ,No,No,No,No,0
485991,Special Needs Transportation ,Special needs passenger transportation services,OOA,     ,No,No,No,No,0
485999,All Other Transit and Ground Passenger Transportation ,"Airport limousine services (i.e., shuttle)",OOA,     ,No,No,No,No,0
485999,All Other Transit and Ground Passenger Transportation ,Airport shuttle services,OOA,     ,No,No,No,No,0
485999,All Other Transit and Ground Passenger Transportation ,Car pool operation (except ridesharing and ridesharing arrangement services),OOA,     ,No,No,No,No,0
485999,All Other Transit and Ground Passenger Transportation ,Shuttle services (except employee bus),OOA,     ,No,No,No,No,0
485999,All Other Transit and Ground Passenger Transportation ,Vanpool operation (except ridesharing and ridesharing arrangement services),OOA,     ,No,No,No,No,0
486110,Pipeline Transportation of Crude Oil,"Booster pumping station, crude oil transportation",OOA,     ,No,No,No,No,0
486110,Pipeline Transportation of Crude Oil,Crude oil pipeline transportation,OOA,     ,No,No,No,No,0
486110,Pipeline Transportation of Crude Oil,"Petroleum pipelines, crude",OOA,     ,No,No,No,No,0
486110,Pipeline Transportation of Crude Oil,"Pipeline transportation, crude oil",OOA,     ,No,No,No,No,0
486210,Pipeline Transportation of Natural Gas,"Booster pumping station, natural gas transportation",OOA,     ,No,No,No,No,0
486210,Pipeline Transportation of Natural Gas,"Gas, natural, pipeline operation",OOA,     ,No,No,No,No,0
486210,Pipeline Transportation of Natural Gas,Natural gas pipeline transportation,OOA,     ,No,No,No,No,0
486210,Pipeline Transportation of Natural Gas,"Natural gas transmission (i.e., processing plants to local distribution systems)",OOA,     ,No,No,No,No,0
486210,Pipeline Transportation of Natural Gas,"Pipeline transportation, natural gas",OOA,     ,No,No,No,No,0
486210,Pipeline Transportation of Natural Gas,Storage of natural gas,OOA,     ,No,No,No,No,0
486210,Pipeline Transportation of Natural Gas,"Transmission of natural gas via pipeline (i.e., processing plants to local distribution systems)",OOA,     ,No,No,No,No,0
486910,Pipeline Transportation of Refined Petroleum Products,"Booster pumping station, refined petroleum products transportation",OOA,     ,No,No,No,No,0
486910,Pipeline Transportation of Refined Petroleum Products,Gasoline pipeline transportation,OOA,     ,No,No,No,No,0
486910,Pipeline Transportation of Refined Petroleum Products,Natural gas liquids pipeline transportation,OOA,     ,No,No,No,No,0
486910,Pipeline Transportation of Refined Petroleum Products,"Petroleum pipelines, refined",OOA,     ,No,No,No,No,0
486910,Pipeline Transportation of Refined Petroleum Products,"Pipeline transportation, gasoline and other refined petroleum products",OOA,     ,No,No,No,No,0
486910,Pipeline Transportation of Refined Petroleum Products,Refined petroleum products pipeline transportation,OOA,     ,No,No,No,No,0
486990,All Other Pipeline Transportation,"Booster pumping station (except natural gas, petroleum)",OOA,     ,No,No,No,No,0
486990,All Other Pipeline Transportation,Coal pipeline transportation,OOA,     ,No,No,No,No,0
486990,All Other Pipeline Transportation,"Pipeline transportation (except crude oil, natural gas, refined petroleum products)",OOA,     ,No,No,No,No,0
486990,All Other Pipeline Transportation,Slurry pipeline transportation,OOA,     ,No,No,No,No,0
487110,"Scenic and Sightseeing Transportation, Land","Buses, scenic and sightseeing operation",OOA,     ,No,No,No,No,0
487110,"Scenic and Sightseeing Transportation, Land","Cable car, land, scenic and sightseeing operation",OOA,     ,No,No,No,No,0
487110,"Scenic and Sightseeing Transportation, Land","Carriage, horse-drawn, operation",OOA,     ,No,No,No,No,0
487110,"Scenic and Sightseeing Transportation, Land","Cog railway, scenic and sightseeing, operation",OOA,     ,No,No,No,No,0
487110,"Scenic and Sightseeing Transportation, Land",Horse-drawn carriage operation,OOA,     ,No,No,No,No,0
487110,"Scenic and Sightseeing Transportation, Land","Monorail, scenic and sightseeing, operation",OOA,     ,No,No,No,No,0
487110,"Scenic and Sightseeing Transportation, Land","Railroad transportation, scenic and sightseeing",OOA,     ,No,No,No,No,0
487110,"Scenic and Sightseeing Transportation, Land","Railroad, scenic and sightseeing, operation",OOA,     ,No,No,No,No,0
487110,"Scenic and Sightseeing Transportation, Land","Railway transportation, scenic and sightseeing",OOA,     ,No,No,No,No,0
487110,"Scenic and Sightseeing Transportation, Land","Scenic and sightseeing excursions, land",OOA,     ,No,No,No,No,0
487110,"Scenic and Sightseeing Transportation, Land",Sightseeing bus operation,OOA,     ,No,No,No,No,0
487110,"Scenic and Sightseeing Transportation, Land","Sightseeing operation, human-drawn vehicle",OOA,     ,No,No,No,No,0
487110,"Scenic and Sightseeing Transportation, Land",Steam train excursions,OOA,     ,No,No,No,No,0
487110,"Scenic and Sightseeing Transportation, Land","Tour bus, scenic and sightseeing, operation",OOA,     ,No,No,No,No,0
487110,"Scenic and Sightseeing Transportation, Land",Tracked vehicle sightseeing operation,OOA,     ,No,No,No,No,0
487110,"Scenic and Sightseeing Transportation, Land","Trolley, scenic and sightseeing, operation",OOA,     ,No,No,No,No,0
487210,"Scenic and Sightseeing Transportation, Water","Airboat (i.e., swamp buggy) operation",OOA,     ,No,No,No,No,0
487210,"Scenic and Sightseeing Transportation, Water","Boat, fishing charter, operation",OOA,     ,No,No,No,No,0
487210,"Scenic and Sightseeing Transportation, Water",Charter fishing boat operation,OOA,     ,No,No,No,No,0
487210,"Scenic and Sightseeing Transportation, Water",Dinner cruises,OOA,     ,No,No,No,No,0
487210,"Scenic and Sightseeing Transportation, Water",Excursion boat operation,OOA,     ,No,No,No,No,0
487210,"Scenic and Sightseeing Transportation, Water",Fishing boat charter operation,OOA,     ,No,No,No,No,0
487210,"Scenic and Sightseeing Transportation, Water",Harbor sightseeing tours,OOA,     ,No,No,No,No,0
487210,"Scenic and Sightseeing Transportation, Water",Hovercraft sightseeing operation,OOA,     ,No,No,No,No,0
487210,"Scenic and Sightseeing Transportation, Water","Scenic and sightseeing excursions, water",OOA,     ,No,No,No,No,0
487210,"Scenic and Sightseeing Transportation, Water",Sightseeing boat operation,OOA,     ,No,No,No,No,0
487210,"Scenic and Sightseeing Transportation, Water",Swamp buggy operation,OOA,     ,No,No,No,No,0
487210,"Scenic and Sightseeing Transportation, Water",Whale watching excursions,OOA,     ,No,No,No,No,0
487990,"Scenic and Sightseeing Transportation, Other","Aerial cable car, scenic and sightseeing, operation",OOA,     ,No,No,No,No,0
487990,"Scenic and Sightseeing Transportation, Other","Aerial tramway, scenic and sightseeing, operation",OOA,     ,No,No,No,No,0
487990,"Scenic and Sightseeing Transportation, Other",Glider excursions,OOA,     ,No,No,No,No,0
487990,"Scenic and Sightseeing Transportation, Other","Helicopter ride, scenic and sightseeing, operation",OOA,     ,No,No,No,No,0
487990,"Scenic and Sightseeing Transportation, Other","Hot air balloon ride, scenic and sightseeing, operation",OOA,     ,No,No,No,No,0
487990,"Scenic and Sightseeing Transportation, Other","Scenic and sightseeing excursions, aerial",OOA,     ,No,No,No,No,0
487990,"Scenic and Sightseeing Transportation, Other","Tramway, aerial, scenic and sightseeing operation",OOA,     ,No,No,No,No,0
488111,Air Traffic Control,Air traffic control services (except military),OOA,     ,No,No,No,No,0
488119,Other Airport Operations ,Aircraft hangar rental,OOA,     ,No,No,No,No,0
488119,Other Airport Operations ,Aircraft parking service,OOA,     ,No,No,No,No,0
488119,Other Airport Operations ,Airport baggage handling services,OOA,     ,No,No,No,No,0
488119,Other Airport Operations ,Airport cargo handling services,OOA,     ,No,No,No,No,0
488119,Other Airport Operations ,"Airport operators (e.g., civil, international, national)",OOA,     ,No,No,No,No,0
488119,Other Airport Operations ,Airport runway maintenance services,OOA,     ,No,No,No,No,0
488119,Other Airport Operations ,"Airports, civil, operation and maintenance",OOA,     ,No,No,No,No,0
488119,Other Airport Operations ,"Aviation clubs, primarily providing flying field services to the general public",OOA,     ,No,No,No,No,0
488119,Other Airport Operations ,Fixed base operators,OOA,     ,No,No,No,No,0
488119,Other Airport Operations ,Flying field operators,OOA,     ,No,No,No,No,0
488119,Other Airport Operations ,"Hangar rental, aircraft",OOA,     ,No,No,No,No,0
488119,Other Airport Operations ,"Maintenance services, runway",OOA,     ,No,No,No,No,0
488119,Other Airport Operations ,"Parking services, aircraft",OOA,     ,No,No,No,No,0
488119,Other Airport Operations ,Runway maintenance services,OOA,     ,No,No,No,No,0
488119,Other Airport Operations ,Vacuuming of airport runways,OOA,     ,No,No,No,No,0
488190,Other Support Activities for Air Transportation,Aircraft ferrying services,OOA,     ,No,No,No,No,0
488190,Other Support Activities for Air Transportation,Aircraft inspection services,OOA,     ,No,No,No,No,0
488190,Other Support Activities for Air Transportation,"Aircraft maintenance and repair services (except factory conversion, factory overhaul, factory rebuilding)",OOA,     ,No,No,No,No,0
488190,Other Support Activities for Air Transportation,Aircraft testing services,OOA,     ,No,No,No,No,0
488190,Other Support Activities for Air Transportation,Airport passenger screening security services,OOA,     ,No,No,No,No,0
488190,Other Support Activities for Air Transportation,Fueling aircraft on a contract or fee basis,OOA,     ,No,No,No,No,0
488190,Other Support Activities for Air Transportation,"Independent pilot, air (except owner-operators)",OOA,     ,No,No,No,No,0
488190,Other Support Activities for Air Transportation,"Inspection services, aircraft",OOA,     ,No,No,No,No,0
488190,Other Support Activities for Air Transportation,"Maintenance and repair services, aircraft (except factory conversion, factory overhaul, factory rebuilding)",OOA,     ,No,No,No,No,0
488190,Other Support Activities for Air Transportation,"Testing services, aircraft",OOA,     ,No,No,No,No,0
488210,Support Activities for Rail Transportation,Freight car cleaning services,OOA,     ,No,No,No,No,0
488210,Support Activities for Rail Transportation,Grain leveling and trimming in railroad cars,OOA,     ,No,No,No,No,0
488210,Support Activities for Rail Transportation,Loading and unloading services at rail terminals,OOA,     ,No,No,No,No,0
488210,Support Activities for Rail Transportation,"Locomotive and rail car repair (except factory conversion, factory overhaul, factory rebuilding)",OOA,     ,No,No,No,No,0
488210,Support Activities for Rail Transportation,"Maintenance of rights of way and structures, railway",OOA,     ,No,No,No,No,0
488210,Support Activities for Rail Transportation,Railroad switching services,OOA,     ,No,No,No,No,0
488210,Support Activities for Rail Transportation,"Railroad terminals, independent operation",OOA,     ,No,No,No,No,0
488210,Support Activities for Rail Transportation,"Railway terminals, independent operation",OOA,     ,No,No,No,No,0
488210,Support Activities for Rail Transportation,Shunting trailers in rail terminals,OOA,     ,No,No,No,No,0
488210,Support Activities for Rail Transportation,"Switching services, railroad",OOA,     ,No,No,No,No,0
488310,Port and Harbor Operations,Canal maintenance services (except dredging),OOA,     ,No,No,No,No,0
488310,Port and Harbor Operations,Canal operation,OOA,     ,No,No,No,No,0
488310,Port and Harbor Operations,Docking facility operations,OOA,     ,No,No,No,No,0
488310,Port and Harbor Operations,Harbor maintenance services (except dredging),OOA,     ,No,No,No,No,0
488310,Port and Harbor Operations,Harbor operation,OOA,     ,No,No,No,No,0
488310,Port and Harbor Operations,Lighthouse operation,OOA,     ,No,No,No,No,0
488310,Port and Harbor Operations,"Maintenance services, waterfront terminal (except dredging)",OOA,     ,No,No,No,No,0
488310,Port and Harbor Operations,Port facility operation,OOA,     ,No,No,No,No,0
488310,Port and Harbor Operations,Seaway operation,OOA,     ,No,No,No,No,0
488310,Port and Harbor Operations,"Waterfront terminal operation (e.g., docks, piers, wharves)",OOA,     ,No,No,No,No,0
488310,Port and Harbor Operations,Wharf operation,OOA,     ,No,No,No,No,0
488320,Marine Cargo Handling,Loading and unloading services at ports and harbors,OOA,     ,No,No,No,No,0
488320,Marine Cargo Handling,Longshoremen services,OOA,     ,No,No,No,No,0
488320,Marine Cargo Handling,Marine cargo handling services,OOA,     ,No,No,No,No,0
488320,Marine Cargo Handling,Ship hold cleaning services,OOA,     ,No,No,No,No,0
488320,Marine Cargo Handling,Stevedoring services,OOA,     ,No,No,No,No,0
488330,Navigational Services to Shipping ,"Cargo salvaging, marine",OOA,     ,No,No,No,No,0
488330,Navigational Services to Shipping ,Docking and undocking marine vessel services,OOA,     ,No,No,No,No,0
488330,Navigational Services to Shipping ,Harbor tugboat services,OOA,     ,No,No,No,No,0
488330,Navigational Services to Shipping ,Marine salvaging services,OOA,     ,No,No,No,No,0
488330,Navigational Services to Shipping ,Marine vessel traffic reporting services,OOA,     ,No,No,No,No,0
488330,Navigational Services to Shipping ,"Piloting services, water transportation",OOA,     ,No,No,No,No,0
488330,Navigational Services to Shipping ,"Radio beacon (i.e., ship navigation) services",OOA,     ,No,No,No,No,0
488330,Navigational Services to Shipping ,"Tugboat services, harbor operation",OOA,     ,No,No,No,No,0
488390,Other Support Activities for Water Transportation,"Cargo checkers, marine",OOA,     ,No,No,No,No,0
488390,Other Support Activities for Water Transportation,"Cargo surveyors, marine",OOA,     ,No,No,No,No,0
488390,Other Support Activities for Water Transportation,"Drydocks, floating (i.e., routine repair and maintenance of ships)",OOA,     ,No,No,No,No,0
488390,Other Support Activities for Water Transportation,Marine cargo checkers and surveyors,OOA,     ,No,No,No,No,0
488390,Other Support Activities for Water Transportation,Ship dismantling at floating drydock,OOA,     ,No,No,No,No,0
488390,Other Support Activities for Water Transportation,Ship scaling services not done at a shipyard,OOA,     ,No,No,No,No,0
488410,Motor Vehicle Towing,"Emergency road services (i.e., tow service)",OOA,     ,No,No,No,No,0
488410,Motor Vehicle Towing,Motor vehicle towing services,OOA,     ,No,No,No,No,0
488410,Motor Vehicle Towing,Tow truck services,OOA,     ,No,No,No,No,0
488410,Motor Vehicle Towing,"Towing services, motor vehicle",OOA,     ,No,No,No,No,0
488410,Motor Vehicle Towing,"Wrecker services (i.e., towing services), motor vehicle",OOA,     ,No,No,No,No,0
488490,Other Support Activities for Road Transportation ,"Bridge, tunnel, and highway operations",OOA,     ,No,No,No,No,0
488490,Other Support Activities for Road Transportation ,"Bus terminal operation, independent",OOA,     ,No,No,No,No,0
488490,Other Support Activities for Road Transportation ,"Cargo surveyors, truck transportation",OOA,     ,No,No,No,No,0
488490,Other Support Activities for Road Transportation ,"Driving services, independent (e.g., automobile, truck delivery)",OOA,     ,No,No,No,No,0
488490,Other Support Activities for Road Transportation ,Independent truck driver (except owner-operators),OOA,     ,No,No,No,No,0
488490,Other Support Activities for Road Transportation ,"Inspection or weighing services, truck transportation",OOA,     ,No,No,No,No,0
488490,Other Support Activities for Road Transportation ,Loading and unloading at truck terminals,OOA,     ,No,No,No,No,0
488490,Other Support Activities for Road Transportation ,"Pilot car services (i.e., wide load warning services)",OOA,     ,No,No,No,No,0
488490,Other Support Activities for Road Transportation ,Shunting of trailers in truck terminals,OOA,     ,No,No,No,No,0
488490,Other Support Activities for Road Transportation ,"Snow clearing, highways and bridges, road transportation",OOA,     ,No,No,No,No,0
488490,Other Support Activities for Road Transportation ,"Snow removal, highway",Snow blowing and removal (no auto coverage),Landscape/Janitorial,No,No,No,Yes,56179000_37301100_01000000
488490,Other Support Activities for Road Transportation ,Street cleaning service,OOA,     ,No,No,No,No,0
488490,Other Support Activities for Road Transportation ,"Toll road operations, highway",OOA,     ,No,No,No,No,0
488490,Other Support Activities for Road Transportation ,Truck weighing station operation,OOA,     ,No,No,No,No,0
488490,Other Support Activities for Road Transportation ,"Trucking terminals, independently operated",OOA,     ,No,No,No,No,0
488510,Freight Transportation Arrangement ,"Agents, shipping",OOA,     ,No,No,No,No,0
488510,Freight Transportation Arrangement ,Customs brokers,OOA,     ,No,No,No,No,0
488510,Freight Transportation Arrangement ,Freight forwarding,OOA,     ,No,No,No,No,0
488510,Freight Transportation Arrangement ,Marine shipping agency,OOA,     ,No,No,No,No,0
488510,Freight Transportation Arrangement ,Shipping agents (freight forwarding),OOA,     ,No,No,No,No,0
488991,Packing and Crating ,Crating goods for shipping,OOA,     ,No,No,No,No,0
488991,Packing and Crating ,Packing and preparing goods for shipping,OOA,     ,No,No,No,No,0
488991,Packing and Crating ,"Preparing goods for transportation (i.e., crating, packing)",OOA,     ,No,No,No,No,0
488999,All Other Support Activities for Transportation ,Arrangement of car pools and vanpools (except ridesharing arrangement services),OOA,     ,No,No,No,No,0
488999,All Other Support Activities for Transportation ,"Arrangement of nonemergency medical transportation, without providing social assistance services",OOA,     ,No,No,No,No,0
488999,All Other Support Activities for Transportation ,"Car pools, arrangement of (except ridesharing arrangement services)",OOA,     ,No,No,No,No,0
